ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
nukuoro,,87,nkr,nkr,{},3.83333333333,154.916666667,Papunesia,,Nukuoro,729,False,False
nunggubuyu,,48,nug,nuy,{},-13.75,135.666666667,Australia,,Nunggubuyu,2452,False,True
nung (in vietnam),,404,nun,nut,{},21.9166666667,106.416666667,Eurasia,,Nung (in Vietnam),2263,False,False
nuni (northern),,809,nnn,nuv,{},12.1666666667,-3.0,Africa,,Nuni (Northern),192,False,False
nuosu,,380,yi,iii,{},28.0,103.0,Eurasia,,Nuosu,1151,False,False
nupe,,278,nup,nup,{},9.16666666667,5.41666666667,Africa,,Nupe,1979,False,False
nusu,,380,nus,nuf,{},26.75,99.0,Eurasia,,Nusu,998,False,False
nuuchahnulth,,481,nuu,noo,{},49.6666666667,-126.666666667,North America,,Nuuchahnulth,2191,False,False
nyah kur (tha pong),,65,nkt,cbn,{},15.6666666667,101.666666667,Eurasia,,Nyah Kur (Tha Pong),1259,False,False
nyamal,,793,nly,nly,{},-21.0,119.0,Australia,,Nyamal,2568,False,False
nyambo,,274,nbo,now,{},-1.0,31.3333333333,Africa,,Nyambo,730,False,False
nyamkad,,389,nyk,tpq,{},32.0,78.5,Eurasia,,Nyamkad,1195,False,False
nyamwezi,,274,nym,nym,{},-5.0,33.0,Africa,,Nyamwezi,1773,False,False
nyanga,,274,nng,nyj,{},-1.25,28.1666666667,Africa,,Nyanga,575,False,False
nyangi,,316,nyg,nyp,{},3.41666666667,33.5833333333,Africa,,Nyangi,1260,False,False
nyangumarda,,793,nyr,nna,{},-20.0,121.0,Australia,,Nyangumarda,823,False,False
nyawaygi,,794,nya,nyt,{},-19.0,146.166666667,Australia,,Nyawaygi,1367,False,False
nyelayu,,87,nyl,yly,{},-20.3333333333,164.333333333,Papunesia,,Nyelâyu,576,False,False
nyigina,,46,nyn,nyh,{},-18.0,124.333333333,Australia,,Nyigina,1323,False,False
nyiha,,274,nyh,nih,{},-10.0,33.0,Africa,,Nyiha,891,False,False
nyimang,,302,nyi,nyi,{},12.1666666667,29.3333333333,Africa,,Nyimang,1940,False,False
nyishi,,382,nis,njz,{},27.5,93.5,Eurasia,,Nyishi,2006,False,False
nyulnyul,,46,nyu,nyv,{},-17.0,122.833333333,Australia,,Nyulnyul,1879,False,False
nyungar,,793,nju,nys,{},-33.75,122.0,Australia,,Nyungar,424,False,False
nzakara,,287,nza,nzk,{},5.0,23.0,Africa,,Nzakara,1563,False,False
obokuitai,,228,obk,afz,{},-3.0,138.0,Papunesia,,Obokuitai,731,False,False
obolo,,293,obo,ann,{},4.58333333333,7.83333333333,Africa,,Obolo,2049,False,False
ocaina,,180,oca,oca,{},-2.75,-71.75,South America,,Ocaina,1659,False,False
occitan,,184,occ,oci,{},44.0,2.0,Eurasia,,Occitan,892,False,False
ocuilteco,,780,ocu,ocu,{},18.9166666667,-99.6666666667,North America,,Ocuilteco,1774,False,False
ogbia,,293,ogb,ogb,{},4.66666666667,6.25,Africa,,Ogbia,1261,False,False
ogbronuagum,,293,obg,ogu,{},4.75,6.86666666667,Africa,,Ogbronuagum,1880,False,False
oi,,63,oi,oyb,{},14.8333333333,107.166666667,Eurasia,,Oi,193,False,False
oirat,,20,oir,xal,{},37.5,93.0,Eurasia,,Oirat,999,False,False
ojibwa (eastern),,17,oji,"ojg, otw",{},46.0,-80.0,North America,,Ojibwa (Eastern),2207,False,False
ojibwa (severn),,17,ojs,ojs,{},53.0,-90.0,North America,,Ojibwa (Severn),893,False,False
ojibwe (minnesota),,17,ojm,ciw,{},47.6666666667,-92.5,North America,,Ojibwe (Minnesota),732,False,False
okanagan,,362,oka,oka,{},49.5,-118.5,North America,,Okanagan,824,False,False
oksapmin,,326,oks,opm,{},-5.16666666667,142.166666667,Papunesia,,Oksapmin,1089,False,False
oku,,274,oku,oku,{},6.25,10.5,Africa,,Oku,194,False,False
olo,,428,olo,ong,{},-3.41666666667,142.0,Papunesia,,Olo,1812,False,False
oloh mangtangai,,73,olm,nij,{},-0.833333333333,113.0,Papunesia,,Oloh Mangtangai,733,False,False
olutec,,252,olu,plo,{},17.95,-95.0,North America,,Olutec,825,False,False
omagua,,457,oma,omg,{},-4.0,-73.5,South America,,Omagua,195,False,False
omaha,,391,omh,oma,{},42.0,-97.25,North America,,Omaha,1324,False,False
omie,,439,omi,aom,{},-9.05,148.083333333,Papunesia,,Ömie,1521,False,False
one,,426,one,aun,{},-3.25,141.916666667,Papunesia,,One,1137,False,False
oneida,,192,ond,one,{},43.0,-75.6666666667,North America,,Oneida,2441,True,True
onge,,399,ong,oon,{},10.75,92.4166666667,Eurasia,,Onge,1522,False,False
ono,,434,ono,ons,{},-6.16666666667,147.583333333,Papunesia,,Ono,1090,False,False
onondaga,,192,onn,ono,{},42.75,-76.1666666667,North America,,Onondaga,425,False,False
oodham,,478,ood,ood,{},32.0,-112.0,North America,,O'odham,2354,False,False
ordos,,20,ord,mvf,{},39.0,109.0,Eurasia,,Ordos,1138,False,False
orejon,,452,ore,ore,{},-2.83333333333,-72.5,South America,,Orejón,577,False,False
orig,,282,ori,ras,{},12.1666666667,30.8333333333,Africa,,Orig,1523,False,False
oriya,,182,oya,ori,{},21.0,85.0,Eurasia,,Oriya,1564,False,False
oriya (kotia),,182,oko,ort,{},18.3333333333,83.0,Eurasia,,Oriya (Kotia),426,False,False
ormuri,,183,orm,oru,{},32.5,69.75,Eurasia,,Ormuri,1325,False,False
oroch,,21,orc,oac,{},50.3333333333,137.5,Eurasia,,Oroch,826,False,False
orok,,21,ork,oaa,{},49.5,143.5,Eurasia,,Orok,1616,False,False
orokaiva,,442,oro,okv,{},-8.83333333333,148.25,Papunesia,,Orokaiva,1660,False,False
orokolo,,156,orl,oro,{},-7.83333333333,145.333333333,Papunesia,,Orokolo,427,False,False
oromo (boraana),,698,orb,gax,{},4.5,38.5,Africa,,Oromo (Boraana),734,False,False
oromo (harar),,698,orh,hae,{},9.0,42.0,Africa,,Oromo (Harar),2513,True,True
oromo (waata),,698,orw,ssn,{},-3.33333333333,39.8333333333,Africa,,Oromo (Waata),1661,False,False
oromo (westcentral),,698,owc,gaz,{},9.0,37.0,Africa,,Oromo (West-Central),827,False,False
orya,,422,ory,ury,{},-2.75,139.833333333,Papunesia,,Orya,1196,False,False
osage,,391,osa,osa,{},37.0,-94.0,North America,,Osage,1565,False,False
ossetic,,183,oss,oss,{},43.0,44.0,Eurasia,,Ossetic,2192,False,False
oto,,391,oto,iow,{},40.5,-96.0,North America,,Oto,578,False,False
otomi (ixtenco),,336,oix,otz,{},19.0833333333,-97.9166666667,North America,,Otomí (Ixtenco),1000,False,False
otomi (mezquital),,336,otm,ote,{},20.1666666667,-99.1666666667,North America,,Otomí (Mezquital),2409,True,True
otomi (santiago mexquititlan),,336,osm,otq,{},20.0833333333,-100.083333333,North America,,Otomí (Santiago Mexquititlan),428,False,False
otomi (sierra),,336,ots,otm,{},20.6666666667,-98.8333333333,North America,,Otomí (Sierra),579,False,False
otoro,,285,otr,otr,{},11.1666666667,30.5,Africa,,Otoro,580,False,False
owininga,,229,owi,owi,{},-4.5,141.75,Papunesia,,Owininga,2653,False,False
paa,,6,paa,pqa,{},11.0,9.25,Africa,,Pa'a,1733,False,False
paakantyi,,792,pkn,drl,{},-32.5,142.5,Australia,,Paakantyi,1910,False,False
paamese,,87,pms,pma,{},-16.5,168.25,Papunesia,,Paamese,2404,False,True
pacoh,,72,pac,pac,{},16.4166666667,107.083333333,Eurasia,,Pacoh,1416,False,False
padoe,,526,pad,pdo,{},-2.33333333333,121.333333333,Papunesia,,Padoe,828,False,False
paez,,341,pae,pbb,{},2.66666666667,-76.0,South America,,Páez,2264,False,False
pagu,,494,pag,pgu,{},1.25,127.75,Papunesia,,Pagu,581,False,False
paita,,87,pta,duf,{},-22.0833333333,166.5,Papunesia,,Paita,829,False,False
paite,,386,pte,pck,{},24.0,93.1666666667,Eurasia,,Paite,197,False,False
paiute (northern),,477,pno,pao,{},42.0,-118.0,North America,,Paiute (Northern),2120,False,False
paiute (southern),,477,put,ute,{},37.8333333333,-113.333333333,North America,,Paiute (Southern),1139,False,False
paiwan,,86,pai,pwn,{},22.5,120.833333333,Papunesia,,Paiwan,2399,True,True
pakanha,,794,pak,pkn,{},-14.5,142.416666667,Australia,,Pakanha,198,False,False
palauan,,85,pal,pau,{},7.5,134.583333333,Papunesia,,Palauan,2302,False,False
palaung,,810,plg,"pce, rbb",{},22.6666666667,96.6666666667,Eurasia,,Palaung,1566,False,False
palikur,,533,plk,plu,{},3.0,-51.0,South America,,Palikur,2028,False,False
palor,,822,plr,fap,{},14.8333333333,-16.75,Africa,,Palor,830,False,False
pame,,338,pam,pbs,{},22.0,-99.5,North America,,Pame,1326,False,False
pamona,,526,pna,pmf,{},-1.75,120.833333333,Papunesia,,Pamona,1001,False,False
panara,,238,pnx,kre,{},-10.0,-55.0,South America,,Panará,2669,False,False
panare,,119,pnr,pbh,{},6.5,-66.0,South America,,Panare,1524,False,False
pangasinan,,514,pnn,pag,{},15.9166666667,120.333333333,Papunesia,,Pangasinan,1775,False,False
pangwa,,274,png,pbr,{},-10.0,34.75,Africa,,Pangwa,1002,False,False
panjabi,,182,pan,pan,{},31.0,74.0,Eurasia,,Panjabi,2330,False,False
panyjima,,793,pny,pnw,{},-22.8333333333,118.416666667,Australia,,Panyjima,1911,False,False
papiamentu,,331,pap,pap,{},12.25,-69.0,North America,,Papiamentu,894,False,False
parauk,,810,puk,prk,{},23.25,99.5,Eurasia,,Parauk,1262,False,False
pare,,274,pre,asa,{},-4.0,36.5,Africa,,Pare,1567,False,False
paresi,,532,prc,pab,{},-14.0,-57.5,South America,,Paresi,582,False,False
pari,,320,par,lkr,{},5.0,32.5,Africa,,Päri,2007,False,False
parji (dravidian),,148,prd,pci,{},19.5,82.5,Eurasia,,Parji (Dravidian),831,False,False
pashto,,183,psh,pst,{},33.0,67.0,Eurasia,,Pashto,2303,False,False
passamaquoddymaliseet,,17,psm,pqm,{},45.0,-67.0,North America,,Passamaquoddy-Maliseet,2385,False,True
patep,,87,pat,ptp,{},-6.91666666667,146.583333333,Papunesia,,Patep,1568,False,False
patpatar,,87,ptp,gfk,{},-3.76666666667,152.5,Papunesia,,Patpatar,735,False,False
pattani,,389,ptt,lae,{},32.75,76.75,Eurasia,,Pattani,1700,False,False
patwin,,349,ptw,pwu,{},39.0,-122.333333333,North America,,Patwin,1197,False,False
paulohi,,75,plh,plh,{},-3.25,128.75,Papunesia,,Paulohi,1941,False,False
paumari,,24,pau,pad,{},-6.0,-64.0,South America,,Paumarí,2439,False,True
pawaian,,412,paw,pwa,{},-7.0,145.083333333,Papunesia,,Pawaian,1980,False,False
pawnee,,115,pwn,paw,{},41.0,-98.6666666667,North America,,Pawnee,1617,False,False
pech,,126,pec,pay,{},15.0,-85.5,North America,,Pech,1981,False,False
pemon,,119,pem,aoc,{},5.33333333333,-62.0,South America,,Pemon,736,False,False
pengo,,147,pen,peg,{},19.8333333333,83.8333333333,Eurasia,,Pengo,429,False,False
pero,,6,per,pip,{},9.58333333333,11.0,Africa,,Pero,2129,False,False
persian,,183,prs,pes,{},32.0,54.0,Eurasia,,Persian,2537,True,True
phlong,,378,phl,pww,{},15.0,99.0,Eurasia,,Phlong,1263,False,False
piapoco,,781,ppc,pio,{},4.0,-69.5,South America,,Piapoco,430,False,False
piaroa,,358,pia,pid,{},5.0,-67.0,South America,,Piaroa,1618,False,False
pilaga,,696,pga,plg,{},-25.0,-60.0,South America,,Pilagá,1813,False,False
pileni,,87,pil,piv,{},-10.2166666667,166.216666667,Papunesia,,Pileni,895,False,False
pima bajo,,478,pba,pia,{},29.0,-111.0,North America,,Pima Bajo,1845,False,False
pingilapese,,87,pgl,pif,{},6.21666666667,160.7,Papunesia,,Pingilapese,199,False,False
pintupi,,793,pin,piu,{},-23.0,129.0,Australia,,Pintupi,896,False,False
pipil,,476,pip,ppl,{},13.8333333333,-89.5833333333,North America,,Pipil,2324,False,False
piraha,,259,prh,myp,{},-7.0,-62.0,South America,,Pirahã,2490,True,True
piratapuyo,,452,prt,pir,{},0.333333333333,-69.5,South America,,Piratapuyo,431,False,False
piro,,534,pir,pib,{},-11.0,-73.5,South America,,Piro,2676,False,False
pisa,,445,pis,psa,{},-5.16666666667,139.166666667,Papunesia,,Pisa,1140,False,False
pitjantjatjara,,793,pit,pjt,{},-26.0,130.0,Australia,,Pitjantjatjara,2386,False,True
pitta pitta,,792,ppi,pit,{},-22.8333333333,140.0,Australia,,Pitta Pitta,2082,False,False
plainsindians sign language,,330,psl,psd,{},40.0,-100.0,North America,,Plains-Indians Sign Language,200,False,False
playero,,164,pla,gob,{},7.0,-71.0,South America,,Playero,432,False,False
poai,,87,poa,fwa,{},-20.6666666667,164.833333333,Papunesia,,Po-Ai,1264,False,False
podoko,,5,pod,pbi,{},11.0,14.0833333333,Africa,,Podoko,1477,False,False
pogoro,,274,pog,poy,{},-8.75,36.5,Africa,,Pogoro,897,False,False
pohnpeian,,87,poh,pon,{},6.88333333333,158.25,Papunesia,,Pohnpeian,2280,False,False
pokomchi,,250,pkm,poh,{},15.4166666667,-90.5,North America,,Pokomchí,738,False,False
pokorawo,,393,pok,rwa,{},-2.83333333333,141.583333333,Papunesia,,Poko-Rawo,1701,False,False
pokot,,320,pkt,pko,{},1.5,35.5,Africa,,Pokot,1734,False,False
polabian,,185,plb,pox,{},51.0,12.8333333333,Eurasia,,Polabian,583,False,False
polish,,185,pol,pol,{},52.0,20.0,Eurasia,,Polish,2368,False,False
pomo (central),,176,pmc,poo,{},39.0,-123.333333333,North America,,Pomo (Central),946,False,False
pomo (eastern),,176,pme,peb,{},39.0,-122.666666667,North America,,Pomo (Eastern),1942,False,False
pomo (northern),,176,pmn,pej,{},39.3333333333,-123.5,North America,,Pomo (Northern),1003,False,False
pomo (southeastern),,176,pso,pom,{},39.0,-122.5,North America,,Pomo (Southeastern),2360,False,True
popoloca (metzontla),,339,pop,pbe,{},18.1666666667,-97.5,North America,,Popoloca (Metzontla),898,False,False
popoloca (san juan atzingo),,339,psj,poe,{},18.1666666667,-96.4166666667,North America,,Popoloca (San Juan Atzingo),1265,False,False
popoloca (san vicente coyotepec),,339,psv,pbf,{},18.25,-97.8333333333,North America,,Popoloca (San Vicente Coyotepec),434,False,False
popoluca (sierra),,252,zqs,poi,{},18.3333333333,-95.1666666667,North America,,Popoluca (Sierra),1435,False,False
poqomam,,250,pcm,poc,{},14.6666666667,-90.5,North America,,Poqomam,201,False,False
port sandwich,,87,psw,psw,{},-16.5,167.75,Papunesia,,Port Sandwich,2636,False,False
portuguese,,184,por,por,{},39.0,-8.0,Eurasia,,Portuguese,2231,False,False
potawatomi,,17,pot,pot,{},44.5,-85.0,North America,,Potawatomi,435,False,False
powhatan,,17,pow,pim,{},37.3333333333,-76.5,North America,,Powhatan,436,False,False
prasuni,,694,pra,prn,{},35.5,71.0,Eurasia,,Prasuni,1417,False,False
principense,,331,pri,pre,{},1.61666666667,7.36666666667,Africa,,Príncipense,202,False,False
provencal,,184,pro,oci,{},44.0,6.0,Eurasia,,Provençal,203,False,False
puinave,,354,pui,pui,{},4.0,-68.0,South America,,Puinave,437,False,False
pulopetak,,73,plp,nij,{},1.41666666667,109.833333333,Papunesia,,Pulopetak,584,False,False
puluwat,,87,pul,puw,{},7.33333333333,149.333333333,Papunesia,,Puluwat,1912,False,False
pumi,,387,pum,"pmi, pmj",{},28.0,101.0,Eurasia,,Pumi,1525,False,False
pungupungu,,43,pun,wdj,{},-13.5,130.416666667,Australia,,Pungupungu,1266,False,False
puquina,,355,puq,,{},-16.5,-68.5,South America,,Puquina,832,False,False
purepecha,,408,pur,tsz,{},19.5,-101.666666667,North America,,Purépecha,2347,False,False
purki,,389,prk,prx,{},34.6666666667,76.0,Eurasia,,Purki,1702,False,False
qafar,,698,qaf,aar,{},12.0,42.0,Africa,,Qafar,1814,False,False
qaget,,104,bng,byx,{},-4.58333333333,152.0,Papunesia,,Qaget,1440,False,False
qawasqar,,15,qaw,alc,{},-49.0,-75.0,South America,,Qawasqar,2254,False,True
qiang,,387,qia,"cng, qxs",{},32.0,102.666666667,Eurasia,,Qiang,1619,False,False
quechan,,170,que,yum,{},32.8333333333,-114.333333333,North America,,Quechan,899,False,False
quechua (ancash),,356,qan,qxa,{},-8.5,-77.5,South America,,Quechua (Ancash),438,False,False
quechua (ayacucho),,356,qay,quy,{},-14.0,-74.0,South America,,Quechua (Ayacucho),947,False,False
quechua (bolivian),,356,qbo,"quh, qul",{},-20.0,-66.0,South America,,Quechua (Bolivian),204,False,False
quechua (cajamarca),,356,qca,qvc,{},-7.0,-78.5,South America,,Quechua (Cajamarca),439,False,False
quechua (cochabamba),,356,qco,quh,{},-17.5,-66.0,South America,,Quechua (Cochabamba),1419,False,False
quechua (cuzco),,356,qcu,quz,{},-14.5,-71.0,South America,,Quechua (Cuzco),1004,False,False
quechua (ecuadorean),,356,qec,qug,{},-1.0,-79.0,South America,,Quechua (Ecuadorean),739,False,False
quechua (huallaga),,356,qhu,qvh,{},-9.5,-75.5,South America,,Quechua (Huallaga),2675,False,False
quechua (imbabura),,356,qim,qvi,{},0.333333333333,-78.0,South America,,Quechua (Imbabura),2467,True,True
quechua (tarma),,356,qta,qvn,{},-11.4166666667,-75.75,South America,,Quechua (Tarma),585,False,False
quiche,,250,qch,quc,{},15.0,-91.4166666667,North America,,Quiché,948,False,False
quileute,,131,qui,qui,{},47.9166666667,-124.25,North America,,Quileute,2296,False,False
rade,,519,rad,rad,{},13.0,108.5,Eurasia,,Rade,440,False,False
raga,,87,rag,lml,{},-15.5,168.166666667,Papunesia,,Raga,205,False,False
raji,,751,rji,rji,{},28.0,82.75,Eurasia,,Raji,2607,False,False
ralte,,386,ral,ral,{},23.75,92.75,Eurasia,,Ralte,2625,False,False
rama,,125,ram,rma,{},11.75,-83.75,North America,,Rama,2468,True,True
rang pas,,389,rpa,bod,{},30.3333333333,79.3333333333,Eurasia,,Rang Pas,2616,False,False
rao,,233,rao,rao,{},-4.75,144.5,Papunesia,,Rao,1141,False,False
rapanui,,87,rap,rap,{},-27.1166666667,-109.366666667,Papunesia,,Rapanui,2485,True,True
rashad,,282,ras,ras,{},11.8333333333,31.05,Africa,,Rashad,1368,False,False
rawa,,434,rwa,rwo,{},-5.83333333333,146.0,Papunesia,,Rawa,1267,False,False
rawang,,385,raw,raw,{},27.5,97.5,Eurasia,,Rawang,2008,False,False
rejang,,84,rej,rej,{},-3.41666666667,102.5,Papunesia,,Rejang,586,False,False
rembarnga,,40,rmb,rmb,{},-12.8333333333,134.583333333,Australia,,Rembarnga,949,False,False
remo,,66,rem,bfw,{},18.0,82.0,Eurasia,,Remo,2083,False,False
rendille,,698,ren,rel,{},2.0,37.5,Africa,,Rendille,1048,False,False
rengao,,63,rng,ren,{},14.5833333333,107.833333333,Eurasia,,Rengao,441,False,False
rennellese,,87,rnn,mnv,{},-11.6166666667,160.25,Papunesia,,Rennellese,442,False,False
resigaro,,781,res,rgr,{},-2.41666666667,-71.5,South America,,Resígaro,2208,False,False
retuara,,452,ret,tnc,{},-0.5,-70.6666666667,South America,,Retuarã,2297,False,False
rgyalrong (caodeng),,390,rgc,jya,{},31.6666666667,101.75,Eurasia,,rGyalrong (Caodeng),2623,False,False
riantana,,217,ria,ran,{},-7.5,138.5,Papunesia,,Riantana,740,False,False
